x,y
51.337912216594276,9.771682303630843,0.0,0
29.37712273805832,9.77171031017619,0.0,1
-1.9628635207655343,9.082742529595137,0.0,2
-37.87818588493415,8.39377412450972,0.0,3
-65.78702298564917,8.393804696800675,0.0,4
-79.11255711363572,7.7046324970684985,0.0,5
-91.80884592959595,7.0156302931086945,0.0,6
-103.7044874148842,6.498878725534258,0.0,7
-113.88442537458796,5.809869548231873,0.0,8
-123.37808720031057,4.948604056527199,0.0,9
-132.87176252398413,3.2260618173688904,0.0,10
-145.62527341247193,-0.7931613766387677,0.0,11
-160.15177977274894,-8.314982864404936,0.0,12
-171.13245742920424,-14.918129120721169,0.0,13
-184.0576331133676,-25.770280563504,0.0,14
-194.0088628258119,-37.42631649100996,0.0,15
-203.84567566490807,-53.618466788821216,0.0,16
-210.7085894159354,-67.51393558870156,0.0,17
-216.25599206914467,-84.33772125322656,0.0,18
-218.37196405452238,-93.98412201709411,0.0,19
-219.4584224003547,-107.64983799106784,0.0,20
-219.57262114482387,-120.05232698851204,0.0,21
-217.79942537537397,-135.6702420787065,0.0,22
-215.22561032770733,-146.4649482327381,0.0,23
-210.30690825625328,-158.4653942873115,0.0,24
-201.55636609789877,-170.63799633190484,0.0,25
-193.49214749005282,-181.20286201816006,0.0,26
-185.48516834809323,-189.5857980583782,0.0,27
-171.01550858019957,-201.069151602669,0.0,28
-157.28936085650392,-209.79633902644252,0.0,29
-145.39347496089326,-215.65268667589035,0.0,30
-131.09560823150326,-220.81992820382467,0.0,31
-119.77178310998792,-222.54214644755845,0.0,32
-106.27476979554132,-222.88626345459446,0.0,33
-86.02930203867467,-223.11534633399154,0.0,34
-66.12704279039833,-222.88509565714116,0.0,35
-37.417614855696165,-222.3675599478398,0.0,36
-13.969709126406201,-221.90754026170657,0.0,37
10.507600067225821,-221.50485326747992,0.0,38
33.95536323993984,-221.15967360276719,0.0,39
55.68736573279037,-220.58487796736853,0.0,40
79.47812440611807,-220.1248594479107,0.0,41
95.49108895771417,-219.66506675871008,0.0,42
103.84068412301738,-219.09066261795687,0.0,43
114.24904444139307,-217.4827046389986,0.0,44
123.74234042929288,-214.84128342629577,0.0,45
134.03624370349877,-211.28118589379494,0.0,46
143.5294574860489,-206.45796317455273,0.0,47
151.42138994152688,-202.09412385037425,0.0,48
158.28392752623793,-197.95998452464988,0.0,49
164.34579702555726,-192.90721580227606,0.0,50
170.52202784575462,-187.2802924996208,0.0,51
176.3550970648018,-180.39023535951137,0.0,52
182.18815659344176,-173.0408612500478,0.0,53
187.2205989648807,-166.49533774111507,0.0,54
191.79551656504114,-159.03117947168363,0.0,55
196.14163125077755,-148.8110757633042,0.0,56
198.314702314444,-144.2177703454707,0.0,57
200.37337153801838,-138.13165934817533,0.0,58
202.77510014581824,-127.56711715594649,0.0,59
204.1474732518053,-118.38057402218065,0.0,60
204.6048584736709,-110.22753140584896,0.0,61
204.37596728667415,-100.23719524669937,0.0,62
204.03270729326618,-89.78753368851251,0.0,63
201.40192961613548,-79.45272688618118,0.0,64
198.42802400490433,-68.08443106057047,0.0,65
195.51129033455945,-59.87405350518509,0.0,66
192.25155299487153,-52.35254669954415,0.0,67
188.24831723739706,-45.46267018573417,0.0,68
183.44444713289425,-38.57279050072306,0.0,69
176.69616485342746,-30.534591603650117,0.0,70
169.26162319292376,-22.726043822358406,0.0,71
161.82708523571256,-16.065802586850506,0.0,72
155.42194380218064,-11.472527093007702,0.0,73
144.0985648370657,-4.23810274281125,0.0,74
134.37646336633648,0.6996907369805969,0.0,75
124.08246355673788,4.604002974957518,0.0,76
112.6446693303983,7.245166281382761,0.0,77
104.63820396091685,8.738002775295623,0.0,78
90.45524328114944,9.828876713663691,0.0,79
67.23645681836825,10.23088078258982,0.0,80
53.16786049449345,9.886398600722828,0.0,81
